concept:name,starttime,sensor,endtime,Translate01,Translate02,duration,daycase,time:timestamp
Toilet,2011-07-18 07:42:10,MA013,2011-07-18 07:45:16,Bathroom,Bathroom,0 days 00:03:06,2011-7-18,2011-07-18 07:42:10
Morning_Meds,2011-07-18 07:45:16,MA013,2011-07-18 07:46:02,Bathroom,Bathroom,0 days 00:00:46,2011-7-18,2011-07-18 07:45:16
Read,2011-07-18 07:48:38,M021,2011-07-18 09:06:56,Bedroom,Bedroom,0 days 01:18:18,2011-7-18,2011-07-18 07:48:38
Personal_Hygiene,2011-07-18 09:07:44,MA013,2011-07-18 09:09:47,Bathroom,Bathroom,0 days 00:02:03,2011-7-18,2011-07-18 09:07:44
Work_At_Table,2011-07-18 09:10:14,M005,2011-07-18 09:33:34,DiningRoom,DiningRoom,0 days 00:23:20,2011-7-18,2011-07-18 09:10:14
Cook_Breakfast,2011-07-18 09:33:45,M007,2011-07-18 09:42:18,Kitchen,Kitchen,0 days 00:08:33,2011-7-18,2011-07-18 09:33:45
Eat_Breakfast,2011-07-18 09:42:43,M005,2011-07-18 09:42:48,DiningRoom,DiningRoom,0 days 00:00:05,2011-7-18,2011-07-18 09:42:43
Wash_Breakfast_Dishes,2011-07-18 09:47:06,M007,2011-07-18 09:56:21,Kitchen,Kitchen,0 days 00:09:15,2011-7-18,2011-07-18 09:47:06
Relax,2011-07-18 09:56:41,M004,2011-07-18 10:07:17,LivingRoom,Chair,0 days 00:10:36,2011-7-18,2011-07-18 09:56:41
Toilet,2011-07-18 10:19:11,MA013,2011-07-18 10:22:35,Bathroom,Bathroom,0 days 00:03:24,2011-7-18,2011-07-18 10:19:11
Personal_Hygiene,2011-07-18 10:23:07,MA013,2011-07-18 10:27:22,Bathroom,Bathroom,0 days 00:04:15,2011-7-18,2011-07-18 10:23:07
Bathe,2011-07-18 10:27:40,MA013,2011-07-18 10:40:15,Bathroom,Bathroom,0 days 00:12:35,2011-7-18,2011-07-18 10:27:40
Dress,2011-07-18 10:40:27,MA020,2011-07-18 10:47:41,Bedroom,Bedroom,0 days 00:07:14,2011-7-18,2011-07-18 10:40:27
Groom,2011-07-18 10:47:49,MA013,2011-07-18 11:01:44,Bathroom,Bathroom,0 days 00:13:55,2011-7-18,2011-07-18 10:47:49
Personal_Hygiene,2011-07-18 11:02:52,MA013,2011-07-18 11:03:04,Bathroom,Bathroom,0 days 00:00:12,2011-7-18,2011-07-18 11:02:52
Leave_Home,2011-07-18 11:03:14,MA003,2011-07-18 11:03:35,OutsideDoor,FrontDoor,0 days 00:00:21,2011-7-18,2011-07-18 11:03:14
Enter_Home,2011-07-18 11:22:55,D002,2011-07-18 11:23:13,LivingRoom,LivingRoom,0 days 00:00:18,2011-7-18,2011-07-18 11:22:55
Drink,2011-07-18 11:23:19,M007,2011-07-18 11:25:10,Kitchen,Kitchen,0 days 00:01:51,2011-7-18,2011-07-18 11:23:19
Leave_Home,2011-07-18 11:27:57,MA003,2011-07-18 11:28:10,OutsideDoor,FrontDoor,0 days 00:00:13,2011-7-18,2011-07-18 11:27:57
Enter_Home,2011-07-18 11:35:59,D002,2011-07-18 11:36:32,LivingRoom,LivingRoom,0 days 00:00:33,2011-7-18,2011-07-18 11:35:59
Sleep_Out_Of_Bed,2011-07-18 11:37:27,M004,2011-07-18 12:20:57,LivingRoom,Chair,0 days 00:43:30,2011-7-18,2011-07-18 11:37:27
Cook_Lunch,2011-07-18 12:25:02,M007,2011-07-18 12:33:39,Kitchen,Kitchen,0 days 00:08:37,2011-7-18,2011-07-18 12:25:02
Eat_Lunch,2011-07-18 12:33:47,M005,2011-07-18 13:04:34,DiningRoom,DiningRoom,0 days 00:30:47,2011-7-18,2011-07-18 12:33:47
Wash_Lunch_Dishes,2011-07-18 13:04:43,M007,2011-07-18 13:08:08,Kitchen,Kitchen,0 days 00:03:25,2011-7-18,2011-07-18 13:04:43
Personal_Hygiene,2011-07-18 13:10:06,MA013,2011-07-18 13:25:21,Bathroom,Bathroom,0 days 00:15:15,2011-7-18,2011-07-18 13:10:06
Take_Medicine,2011-07-18 13:25:23,MA013,2011-07-18 13:26:25,Bathroom,Bathroom,0 days 00:01:02,2011-7-18,2011-07-18 13:25:23
Drink,2011-07-18 13:29:25,M007,2011-07-18 13:30:08,Kitchen,Kitchen,0 days 00:00:43,2011-7-18,2011-07-18 13:29:25
Toilet,2011-07-18 13:30:56,MA013,2011-07-18 13:32:10,Bathroom,Bathroom,0 days 00:01:14,2011-7-18,2011-07-18 13:30:56
Leave_Home,2011-07-18 13:33:01,MA003,2011-07-18 13:33:23,OutsideDoor,FrontDoor,0 days 00:00:22,2011-7-18,2011-07-18 13:33:01
Enter_Home,2011-07-18 15:28:30,D002,2011-07-18 15:28:48,LivingRoom,LivingRoom,0 days 00:00:18,2011-7-18,2011-07-18 15:28:30
Drink,2011-07-18 15:30:16,M007,2011-07-18 15:33:40,Kitchen,Kitchen,0 days 00:03:24,2011-7-18,2011-07-18 15:30:16
Sleep_Out_Of_Bed,2011-07-18 15:35:11,M004,2011-07-18 16:27:22,LivingRoom,Chair,0 days 00:52:11,2011-7-18,2011-07-18 15:35:11
Drink,2011-07-18 16:28:21,M007,2011-07-18 16:32:05,Kitchen,Kitchen,0 days 00:03:44,2011-7-18,2011-07-18 16:28:21
Personal_Hygiene,2011-07-18 16:34:58,MA013,2011-07-18 16:40:41,Bathroom,Bathroom,0 days 00:05:43,2011-7-18,2011-07-18 16:34:58
Leave_Home,2011-07-18 16:44:13,M002,2011-07-18 16:44:24,OutsideDoor,FrontDoor,0 days 00:00:11,2011-7-18,2011-07-18 16:44:13
Enter_Home,2011-07-18 17:53:10,D002,2011-07-18 17:53:30,LivingRoom,LivingRoom,0 days 00:00:20,2011-7-18,2011-07-18 17:53:10
Cook_Dinner,2011-07-18 17:53:34,M007,2011-07-18 17:55:16,Kitchen,Kitchen,0 days 00:01:42,2011-7-18,2011-07-18 17:53:34
Work,2011-07-18 17:56:03,MA014,2011-07-18 18:02:03,WorkArea,Office,0 days 00:06:00,2011-7-18,2011-07-18 17:56:03
Personal_Hygiene,2011-07-18 18:05:01,MA013,2011-07-18 18:05:10,Bathroom,Bathroom,0 days 00:00:09,2011-7-18,2011-07-18 18:05:01
Cook_Dinner,2011-07-18 18:05:59,M007,2011-07-18 18:13:04,Kitchen,Kitchen,0 days 00:07:05,2011-7-18,2011-07-18 18:05:59
Eat_Dinner,2011-07-18 18:13:06,M005,2011-07-18 18:16:15,DiningRoom,DiningRoom,0 days 00:03:09,2011-7-18,2011-07-18 18:13:06
Cook_Dinner,2011-07-18 18:16:19,M007,2011-07-18 18:17:29,Kitchen,Kitchen,0 days 00:01:10,2011-7-18,2011-07-18 18:16:19
Eat_Dinner,2011-07-18 18:17:42,M005,2011-07-18 18:34:31,DiningRoom,DiningRoom,0 days 00:16:49,2011-7-18,2011-07-18 18:17:42
Wash_Dinner_Dishes,2011-07-18 18:34:47,M007,2011-07-18 18:36:57,Kitchen,Kitchen,0 days 00:02:10,2011-7-18,2011-07-18 18:34:47
Watch_TV,2011-07-18 18:37:48,M004,2011-07-18 20:22:04,LivingRoom,LivingRoom,0 days 01:44:16,2011-7-18,2011-07-18 18:37:48
Drink,2011-07-18 20:23:02,M007,2011-07-18 20:24:42,Kitchen,Kitchen,0 days 00:01:40,2011-7-18,2011-07-18 20:23:02
Wash_Dinner_Dishes,2011-07-18 20:25:18,M007,2011-07-18 20:31:52,Kitchen,Kitchen,0 days 00:06:34,2011-7-18,2011-07-18 20:25:18
Watch_TV,2011-07-18 20:32:31,M004,2011-07-18 21:14:13,LivingRoom,Chair,0 days 00:41:42,2011-7-18,2011-07-18 20:32:31
Dress,2011-07-18 21:15:10,MA020,2011-07-18 21:25:49,Bedroom,Bedroom,0 days 00:10:39,2011-7-18,2011-07-18 21:15:10
Personal_Hygiene,2011-07-18 21:26:14,MA013,2011-07-18 21:46:28,Bathroom,Bathroom,0 days 00:20:14,2011-7-18,2011-07-18 21:26:14
Groom,2011-07-18 21:47:01,MA013,2011-07-18 21:55:02,Bathroom,Bathroom,0 days 00:08:01,2011-7-18,2011-07-18 21:47:01
Sleep,2011-07-18 21:55:49,MA020,2011-07-18 23:59:59,Bedroom,Bed,0 days 02:04:10,2011-7-18,2011-07-18 21:55:49
Sleep,2011-07-19 00:00:00,MA020,2011-07-19 07:13:47,,,0 days 07:13:47,2011-7-19,2011-07-19 00:00:00
Toilet,2011-07-19 07:15:04,MA013,2011-07-19 07:19:02,Bathroom,Bathroom,0 days 00:03:58,2011-7-19,2011-07-19 07:15:04
Morning_Meds,2011-07-19 07:19:35,MA013,2011-07-19 07:20:15,Bathroom,Bathroom,0 days 00:00:40,2011-7-19,2011-07-19 07:19:35
Read,2011-07-19 07:22:17,M021,2011-07-19 08:19:37,Bedroom,Bedroom,0 days 00:57:20,2011-7-19,2011-07-19 07:22:17
Sleep,2011-07-19 08:21:32,M021,2011-07-19 10:52:44,Bedroom,Bed,0 days 02:31:12,2011-7-19,2011-07-19 08:21:32
Toilet,2011-07-19 10:54:04,MA013,2011-07-19 10:57:47,Bathroom,Bathroom,0 days 00:03:43,2011-7-19,2011-07-19 10:54:04
Dress,2011-07-19 10:57:56,MA020,2011-07-19 11:03:25,Bedroom,Bedroom,0 days 00:05:29,2011-7-19,2011-07-19 10:57:56
Cook_Breakfast,2011-07-19 11:05:03,M007,2011-07-19 11:10:30,Kitchen,Kitchen,0 days 00:05:27,2011-7-19,2011-07-19 11:05:03
Eat_Breakfast,2011-07-19 11:10:32,M005,2011-07-19 11:43:12,DiningRoom,DiningRoom,0 days 00:32:40,2011-7-19,2011-07-19 11:10:32
Wash_Breakfast_Dishes,2011-07-19 11:43:44,M007,2011-07-19 11:45:28,Kitchen,Kitchen,0 days 00:01:44,2011-7-19,2011-07-19 11:43:44
Relax,2011-07-19 11:45:43,M004,2011-07-19 13:26:04,LivingRoom,Chair,0 days 01:40:21,2011-7-19,2011-07-19 11:45:43
Personal_Hygiene,2011-07-19 13:26:19,MA013,2011-07-19 13:37:36,Bathroom,Bathroom,0 days 00:11:17,2011-7-19,2011-07-19 13:26:19
Take_Medicine,2011-07-19 13:37:48,MA013,2011-07-19 13:38:40,Bathroom,Bathroom,0 days 00:00:52,2011-7-19,2011-07-19 13:37:48
Work,2011-07-19 13:38:44,M016,2011-07-19 13:51:07,WorkArea,WorkArea,0 days 00:12:23,2011-7-19,2011-07-19 13:38:44
Personal_Hygiene,2011-07-19 13:51:17,MA013,2011-07-19 13:51:35,Bathroom,Bathroom,0 days 00:00:18,2011-7-19,2011-07-19 13:51:17
Relax,2011-07-19 13:52:09,M004,2011-07-19 14:13:16,LivingRoom,Chair,0 days 00:21:07,2011-7-19,2011-07-19 13:52:09
Wash_Breakfast_Dishes,2011-07-19 14:16:22,M007,2011-07-19 14:23:30,Kitchen,Kitchen,0 days 00:07:08,2011-7-19,2011-07-19 14:16:22
Toilet,2011-07-19 14:24:50,MA013,2011-07-19 14:26:02,Bathroom,Bathroom,0 days 00:01:12,2011-7-19,2011-07-19 14:24:50
Entertain_Guests,2011-07-19 14:45:45,D002,2011-07-19 15:00:49,OutsideDoor,FrontDoor,0 days 00:15:04,2011-7-19,2011-07-19 14:45:45
Eat_Lunch,2011-07-19 15:01:04,M005,2011-07-19 15:16:51,DiningRoom,DiningRoom,0 days 00:15:47,2011-7-19,2011-07-19 15:01:04
Drink,2011-07-19 15:16:58,M007,2011-07-19 15:18:22,Kitchen,Kitchen,0 days 00:01:24,2011-7-19,2011-07-19 15:16:58
Sleep_Out_Of_Bed,2011-07-19 15:18:37,M004,2011-07-19 17:31:36,LivingRoom,Chair,0 days 02:12:59,2011-7-19,2011-07-19 15:18:37
Toilet,2011-07-19 17:33:23,MA013,2011-07-19 17:33:45,Bathroom,Bathroom,0 days 00:00:22,2011-7-19,2011-07-19 17:33:23
Personal_Hygiene,2011-07-19 17:33:55,MA013,2011-07-19 17:36:46,Bathroom,Bathroom,0 days 00:02:51,2011-7-19,2011-07-19 17:33:55
Drink,2011-07-19 17:37:20,M007,2011-07-19 17:38:25,Kitchen,Kitchen,0 days 00:01:05,2011-7-19,2011-07-19 17:37:20
Toilet,2011-07-19 17:38:46,MA009,2011-07-19 17:39:05,Bathroom,Bathroom,0 days 00:00:19,2011-7-19,2011-07-19 17:38:46
Drink,2011-07-19 17:39:16,M007,2011-07-19 17:42:12,Kitchen,Kitchen,0 days 00:02:56,2011-7-19,2011-07-19 17:39:16
Watch_TV,2011-07-19 17:43:50,M004,2011-07-19 19:07:08,LivingRoom,Chair,0 days 01:23:18,2011-7-19,2011-07-19 17:43:50
Cook_Dinner,2011-07-19 19:07:43,M007,2011-07-19 19:22:48,Kitchen,Kitchen,0 days 00:15:05,2011-7-19,2011-07-19 19:07:43
Eat_Dinner,2011-07-19 19:22:54,M005,2011-07-19 19:40:18,DiningRoom,DiningRoom,0 days 00:17:24,2011-7-19,2011-07-19 19:22:54
Wash_Dinner_Dishes,2011-07-19 19:40:35,M007,2011-07-19 19:44:40,Kitchen,Kitchen,0 days 00:04:05,2011-7-19,2011-07-19 19:40:35
Watch_TV,2011-07-19 19:44:49,M004,2011-07-19 20:08:03,LivingRoom,Chair,0 days 00:23:14,2011-7-19,2011-07-19 19:44:49
Wash_Dinner_Dishes,2011-07-19 20:08:16,M008,2011-07-19 20:15:13,Kitchen,Kitchen,0 days 00:06:57,2011-7-19,2011-07-19 20:08:16
Dress,2011-07-19 20:15:43,MA020,2011-07-19 20:16:57,Bedroom,Bedroom,0 days 00:01:14,2011-7-19,2011-07-19 20:15:43
Toilet,2011-07-19 20:17:09,MA013,2011-07-19 20:20:37,Bathroom,Bathroom,0 days 00:03:28,2011-7-19,2011-07-19 20:17:09
Wash_Dinner_Dishes,2011-07-19 20:21:47,M007,2011-07-19 20:28:43,Kitchen,Kitchen,0 days 00:06:56,2011-7-19,2011-07-19 20:21:47
Personal_Hygiene,2011-07-19 20:29:57,MA009,2011-07-19 20:30:22,Bathroom,Bathroom,0 days 00:00:25,2011-7-19,2011-07-19 20:29:57
Wash_Dinner_Dishes,2011-07-19 20:30:59,M007,2011-07-19 20:35:17,Kitchen,Kitchen,0 days 00:04:18,2011-7-19,2011-07-19 20:30:59
Personal_Hygiene,2011-07-19 20:35:26,MA009,2011-07-19 20:36:09,Bathroom,Bathroom,0 days 00:00:43,2011-7-19,2011-07-19 20:35:26
Toilet,2011-07-19 20:36:28,MA013,2011-07-19 20:37:12,Bathroom,Bathroom,0 days 00:00:44,2011-7-19,2011-07-19 20:36:28
Wash_Dishes,2011-07-19 20:38:07,M007,2011-07-19 20:40:10,Kitchen,Kitchen,0 days 00:02:03,2011-7-19,2011-07-19 20:38:07
Personal_Hygiene,2011-07-19 20:40:34,MA013,2011-07-19 21:00:51,Bathroom,Bathroom,0 days 00:20:17,2011-7-19,2011-07-19 20:40:34
Dress,2011-07-19 21:02:45,M007,2011-07-19 21:04:54,Kitchen,Kitchen,0 days 00:02:09,2011-7-19,2011-07-19 21:02:45
Groom,2011-07-19 21:05:47,MA013,2011-07-19 21:25:55,Bathroom,Bathroom,0 days 00:20:08,2011-7-19,2011-07-19 21:05:47
Sleep,2011-07-19 21:26:48,M021,2011-07-19 23:59:59,Bedroom,Bedroom,0 days 02:33:11,2011-7-19,2011-07-19 21:26:48
Sleep,2011-07-20 00:00:00,M021,2011-07-20 04:15:28,,,0 days 04:15:28,2011-7-20,2011-07-20 00:00:00
Bed_Toilet_Transition,2011-07-20 04:16:01,MA013,2011-07-20 04:19:15,Bathroom,Bathroom,0 days 00:03:14,2011-7-20,2011-07-20 04:16:01
Sleep,2011-07-20 04:19:33,MA020,2011-07-20 08:54:09,Bedroom,Bed,0 days 04:34:36,2011-7-20,2011-07-20 04:19:33
Toilet,2011-07-20 08:55:52,MA013,2011-07-20 08:58:00,Bathroom,Bathroom,0 days 00:02:08,2011-7-20,2011-07-20 08:55:52
Morning_Meds,2011-07-20 08:58:15,MA013,2011-07-20 08:59:13,Bathroom,Bathroom,0 days 00:00:58,2011-7-20,2011-07-20 08:58:15
Drink,2011-07-20 08:59:33,M007,2011-07-20 08:59:42,Kitchen,Kitchen,0 days 00:00:09,2011-7-20,2011-07-20 08:59:33
Read,2011-07-20 09:01:25,MA020,2011-07-20 10:23:27,Bedroom,Bedroom,0 days 01:22:02,2011-7-20,2011-07-20 09:01:25
Work_At_Table,2011-07-20 10:29:54,M005,2011-07-20 10:40:26,DiningRoom,DiningRoom,0 days 00:10:32,2011-7-20,2011-07-20 10:29:54
Cook_Breakfast,2011-07-20 10:40:52,M007,2011-07-20 10:47:31,Kitchen,Kitchen,0 days 00:06:39,2011-7-20,2011-07-20 10:40:52
Eat_Breakfast,2011-07-20 10:47:32,M005,2011-07-20 11:01:10,DiningRoom,DiningRoom,0 days 00:13:38,2011-7-20,2011-07-20 10:47:32
Wash_Breakfast_Dishes,2011-07-20 11:01:14,M007,2011-07-20 11:03:08,LivingRoom,LivingRoom,0 days 00:01:54,2011-7-20,2011-07-20 11:01:14
Read,2011-07-20 11:16:56,M004,2011-07-20 11:24:41,LivingRoom,Chair,0 days 00:07:45,2011-7-20,2011-07-20 11:16:56
Relax,2011-07-20 11:25:12,M004,2011-07-20 11:43:48,LivingRoom,Chair,0 days 00:18:36,2011-7-20,2011-07-20 11:25:12
Toilet,2011-07-20 11:45:44,MA013,2011-07-20 11:49:05,Bathroom,Bathroom,0 days 00:03:21,2011-7-20,2011-07-20 11:45:44
Personal_Hygiene,2011-07-20 11:51:02,MA009,2011-07-20 11:51:28,Bathroom,Bathroom,0 days 00:00:26,2011-7-20,2011-07-20 11:51:02
Dress,2011-07-20 11:52:54,M019,2011-07-20 11:58:03,Bedroom,Bedroom,0 days 00:05:09,2011-7-20,2011-07-20 11:52:54
Groom,2011-07-20 11:58:09,MA013,2011-07-20 12:03:53,Bathroom,Bathroom,0 days 00:05:44,2011-7-20,2011-07-20 11:58:09
Bathe,2011-07-20 12:04:25,MA013,2011-07-20 12:20:28,Bathroom,Bathroom,0 days 00:16:03,2011-7-20,2011-07-20 12:04:25
Dress,2011-07-20 12:20:31,M019,2011-07-20 12:28:45,Bedroom,Bedroom,0 days 00:08:14,2011-7-20,2011-07-20 12:20:31
Groom,2011-07-20 12:28:53,MA013,2011-07-20 12:56:21,Bathroom,Bathroom,0 days 00:27:28,2011-7-20,2011-07-20 12:28:53
Step_Out,2011-07-20 12:58:06,MA003,2011-07-20 13:02:55,LivingRoom,LivingRoom,0 days 00:04:49,2011-7-20,2011-07-20 12:58:06
Personal_Hygiene,2011-07-20 13:07:04,MA013,2011-07-20 13:07:12,Bathroom,Bathroom,0 days 00:00:08,2011-7-20,2011-07-20 13:07:04
Leave_Home,2011-07-20 13:07:40,MA003,2011-07-20 13:08:08,OutsideDoor,FrontDoor,0 days 00:00:28,2011-7-20,2011-07-20 13:07:40
Enter_Home,2011-07-20 15:48:53,D002,2011-07-20 15:49:09,OutsideDoor,FrontDoor,0 days 00:00:16,2011-7-20,2011-07-20 15:48:53
Cook,2011-07-20 15:52:01,M007,2011-07-20 16:07:12,Kitchen,Kitchen,0 days 00:15:11,2011-7-20,2011-07-20 15:52:01
Toilet,2011-07-20 16:07:45,MA013,2011-07-20 16:08:28,Bathroom,Bathroom,0 days 00:00:43,2011-7-20,2011-07-20 16:07:45
Cook,2011-07-20 16:09:24,M007,2011-07-20 16:11:47,Kitchen,Kitchen,0 days 00:02:23,2011-7-20,2011-07-20 16:09:24
Toilet,2011-07-20 16:14:13,MA009,2011-07-20 16:15:04,Bathroom,Bathroom,0 days 00:00:51,2011-7-20,2011-07-20 16:14:13
Cook,2011-07-20 16:16:01,M007,2011-07-20 16:16:19,Kitchen,Kitchen,0 days 00:00:18,2011-7-20,2011-07-20 16:16:01
Eat,2011-07-20 16:16:20,M005,2011-07-20 16:25:39,DiningRoom,DiningRoom,0 days 00:09:19,2011-7-20,2011-07-20 16:16:20
Wash_Dishes,2011-07-20 16:28:27,M007,2011-07-20 16:29:54,Kitchen,Kitchen,0 days 00:01:27,2011-7-20,2011-07-20 16:28:27
Toilet,2011-07-20 16:31:00,MA013,2011-07-20 16:32:05,Bathroom,Bathroom,0 days 00:01:05,2011-7-20,2011-07-20 16:31:00
Leave_Home,2011-07-20 16:32:18,MA003,2011-07-20 16:32:39,OutsideDoor,FrontDoor,0 days 00:00:21,2011-7-20,2011-07-20 16:32:18
Enter_Home,2011-07-20 16:40:55,D002,2011-07-20 16:41:05,OutsideDoor,FrontDoor,0 days 00:00:10,2011-7-20,2011-07-20 16:40:55
Sleep_Out_Of_Bed,2011-07-20 16:41:39,M004,2011-07-20 19:16:59,LivingRoom,Chair,0 days 02:35:20,2011-7-20,2011-07-20 16:41:39
Cook_Dinner,2011-07-20 19:18:13,M007,2011-07-20 19:19:23,Kitchen,Kitchen,0 days 00:01:10,2011-7-20,2011-07-20 19:18:13
Toilet,2011-07-20 19:19:32,MA009,2011-07-20 19:22:57,Bathroom,Bathroom,0 days 00:03:25,2011-7-20,2011-07-20 19:19:32
Cook_Dinner,2011-07-20 19:23:10,M007,2011-07-20 19:40:09,Kitchen,Kitchen,0 days 00:16:59,2011-7-20,2011-07-20 19:23:10
Eat_Dinner,2011-07-20 19:40:14,M005,2011-07-20 19:59:19,DiningRoom,DiningRoom,0 days 00:19:05,2011-7-20,2011-07-20 19:40:14
Wash_Dinner_Dishes,2011-07-20 19:59:29,M007,2011-07-20 20:16:21,Kitchen,Kitchen,0 days 00:16:52,2011-7-20,2011-07-20 19:59:29
Watch_TV,2011-07-20 20:17:08,M004,2011-07-20 20:56:43,LivingRoom,Chair,0 days 00:39:35,2011-7-20,2011-07-20 20:17:08
Drink,2011-07-20 20:57:56,M007,2011-07-20 21:01:07,Kitchen,Kitchen,0 days 00:03:11,2011-7-20,2011-07-20 20:57:56
Personal_Hygiene,2011-07-20 21:02:28,MA013,2011-07-20 21:02:42,Bathroom,Bathroom,0 days 00:00:14,2011-7-20,2011-07-20 21:02:28
Dress,2011-07-20 21:13:20,MA020,2011-07-20 21:27:21,Bedroom,Bedroom,0 days 00:14:01,2011-7-20,2011-07-20 21:13:20
Personal_Hygiene,2011-07-20 21:27:34,MA013,2011-07-20 22:00:25,Bathroom,Bathroom,0 days 00:32:51,2011-7-20,2011-07-20 21:27:34
Read,2011-07-20 22:00:33,MA020,2011-07-20 23:59:59,Bedroom,Bedroom,0 days 01:59:26,2011-7-20,2011-07-20 22:00:33
Read,2011-07-21 00:00:00,MA020,2011-07-21 01:26:59,,,0 days 01:26:59,2011-7-21,2011-07-21 00:00:00
Drink,2011-07-21 01:28:07,M007,2011-07-21 01:29:20,Kitchen,Kitchen,0 days 00:01:13,2011-7-21,2011-07-21 01:28:07
Toilet,2011-07-21 01:29:31,MA009,2011-07-21 01:31:26,Bathroom,Bathroom,0 days 00:01:55,2011-7-21,2011-07-21 01:29:31
Cook,2011-07-21 01:31:40,M007,2011-07-21 01:33:46,Kitchen,Kitchen,0 days 00:02:06,2011-7-21,2011-07-21 01:31:40
Eat,2011-07-21 01:33:52,M004,2011-07-21 01:42:18,LivingRoom,Chair,0 days 00:08:26,2011-7-21,2011-07-21 01:33:52
Sleep,2011-07-21 01:43:11,M021,2011-07-21 05:59:59,Bedroom,Bed,0 days 04:16:48,2011-7-21,2011-07-21 01:43:11
Bed_Toilet_Transition,2011-07-21 06:00:25,MA013,2011-07-21 06:03:27,Bathroom,Bathroom,0 days 00:03:02,2011-7-21,2011-07-21 06:00:25
Sleep,2011-07-21 06:03:35,M021,2011-07-21 07:31:35,Bedroom,Bed,0 days 01:28:00,2011-7-21,2011-07-21 06:03:35
Toilet,2011-07-21 07:32:00,MA013,2011-07-21 07:34:03,Bathroom,Bathroom,0 days 00:02:03,2011-7-21,2011-07-21 07:32:00
Morning_Meds,2011-07-21 07:34:06,MA013,2011-07-21 07:34:52,Bathroom,Bathroom,0 days 00:00:46,2011-7-21,2011-07-21 07:34:06
Read,2011-07-21 07:37:35,M021,2011-07-21 08:14:35,Bedroom,Bed,0 days 00:37:00,2011-7-21,2011-07-21 07:37:35
Phone,2011-07-21 08:16:46,M004,2011-07-21 08:22:59,LivingRoom,Chair,0 days 00:06:13,2011-7-21,2011-07-21 08:16:46
Cook_Breakfast,2011-07-21 08:23:11,M007,2011-07-21 08:29:16,Kitchen,Kitchen,0 days 00:06:05,2011-7-21,2011-07-21 08:23:11
Eat_Breakfast,2011-07-21 08:29:19,M005,2011-07-21 08:38:22,DiningRoom,DiningRoom,0 days 00:09:03,2011-7-21,2011-07-21 08:29:19
Wash_Breakfast_Dishes,2011-07-21 08:38:25,M007,2011-07-21 08:39:43,Kitchen,Kitchen,0 days 00:01:18,2011-7-21,2011-07-21 08:38:25
Personal_Hygiene,2011-07-21 08:52:38,MA013,2011-07-21 09:01:02,Bathroom,Bathroom,0 days 00:08:24,2011-7-21,2011-07-21 08:52:38
Bathe,2011-07-21 09:01:57,MA013,2011-07-21 09:13:16,Bathroom,Bathroom,0 days 00:11:19,2011-7-21,2011-07-21 09:01:57
Dress,2011-07-21 09:13:26,MA020,2011-07-21 09:19:38,Bedroom,Bedroom,0 days 00:06:12,2011-7-21,2011-07-21 09:13:26
Groom,2011-07-21 09:19:49,MA013,2011-07-21 09:30:17,Bathroom,Bathroom,0 days 00:10:28,2011-7-21,2011-07-21 09:19:49
Dress,2011-07-21 09:30:20,MA020,2011-07-21 09:32:52,Bedroom,Bedroom,0 days 00:02:32,2011-7-21,2011-07-21 09:30:20
Leave_Home,2011-07-21 09:34:21,MA003,2011-07-21 09:35:46,OutsideDoor,FrontDoor,0 days 00:01:25,2011-7-21,2011-07-21 09:34:21
Enter_Home,2011-07-21 10:36:44,D002,2011-07-21 10:37:01,LivingRoom,FrontDoor,0 days 00:00:17,2011-7-21,2011-07-21 10:36:44
Leave_Home,2011-07-21 10:37:29,MA003,2011-07-21 10:37:45,OutsideDoor,FrontDoor,0 days 00:00:16,2011-7-21,2011-07-21 10:37:29
Enter_Home,2011-07-21 10:59:07,D002,2011-07-21 10:59:44,LivingRoom,Hall,0 days 00:00:37,2011-7-21,2011-07-21 10:59:07
Step_Out,2011-07-21 11:02:54,MA003,2011-07-21 11:06:55,LivingRoom,LivingRoom,0 days 00:04:01,2011-7-21,2011-07-21 11:02:54
Leave_Home,2011-07-21 11:07:13,M002,2011-07-21 11:07:38,OutsideDoor,FrontDoor,0 days 00:00:25,2011-7-21,2011-07-21 11:07:13
Enter_Home,2011-07-21 11:18:45,D002,2011-07-21 11:18:56,LivingRoom,Hall,0 days 00:00:11,2011-7-21,2011-07-21 11:18:45
Step_Out,2011-07-21 11:24:29,M001,2011-07-21 11:26:13,OutsideDoor,Entry,0 days 00:01:44,2011-7-21,2011-07-21 11:24:29
Leave_Home,2011-07-21 11:26:52,MA003,2011-07-21 11:27:08,OutsideDoor,FrontDoor,0 days 00:00:16,2011-7-21,2011-07-21 11:26:52
Enter_Home,2011-07-21 11:59:23,D002,2011-07-21 11:59:43,LivingRoom,LivingRoom,0 days 00:00:20,2011-7-21,2011-07-21 11:59:23
Cook_Lunch,2011-07-21 12:00:35,M007,2011-07-21 12:06:34,Kitchen,Kitchen,0 days 00:05:59,2011-7-21,2011-07-21 12:00:35
Toilet,2011-07-21 12:06:45,MA009,2011-07-21 12:07:24,Bathroom,Bathroom,0 days 00:00:39,2011-7-21,2011-07-21 12:06:45
Cook_Lunch,2011-07-21 12:08:46,M007,2011-07-21 12:12:18,Kitchen,Kitchen,0 days 00:03:32,2011-7-21,2011-07-21 12:08:46
